,Integration Type,Language,Sentiment,Categories,Text,pred
275,tripadvisor,eng,0,experience;food;service,"Middletons, a steakhouse built into an old Natwest Bank branch - The main room itself is a high vaulted ceiling with central dome with a windowed oculus. Large, highly place stained glass windows make for a amazingly airy room and in daylight it is bright. The seating is well arranged with plenty of space between tables to move and several banks of plush booth seats. We, a party of three (two adults and a young child) arrived and chose from the £7.95 two course set menu meal. Complentary water was immediately served and upon onced ordered starters arrived promptly - followed by main course which arrived shortly after. Although the portions were small the food was of good and tasty. Looking through the main menu, it was quite large and detailed but dishes averaged somewhere around £12-15 per person - not unreasonable considering the quality of what we recieved on a set menu. Our grumble with this restuarant was the poor service we recieved from the waiting staff. Although attentive to our daughters experience, they ignored both of us adults. I asked for drink at the start of the meal and didn't recieve it until I had asked for it twice and was then given the wrong drink (given how long I had waited for it in the first place, I didn't want to risk being forgotten again) - this was then followed by us not being offered dessert by anybody, which at the time we wanted, but once again decided not to bother for risk of being forgotten again. Then, we tried to get the bill, I think we waited about 10 minutes for a waiter to notice we were waiting for the bill and then the card machine. I can understand delays in service when somewhere is busy or has few staff, but we were one of four or five tables in the restaurant at the time and there were many members of staff. Verdict - Good food, if small, disappointing service!",-1
280,tripadvisor,eng,0,experience;environment,Is heard great things about Middletons for many years but in this midweek visit the exclusive just wasn't up to the hype.Food was OK but not what I'd call amazing. No draught beers avaliable.The building itself is very impressive though,0
311,tripadvisor,eng,0,experience;environment,Gyros is excellent as is the rest  but the place can be very crowded. They also have a restaurant not far which is definitely worth it,1
489,tripadvisor,eng,0,environment,"It’s a decent barbecue experience, nothing out of the ordinary. The atmosphere is also OK, a bit loud maybe, but this didn’t bother me.",-1
508,tripadvisor,eng,0,value;service,"Visited Middletons with very high expectations, I wasn’t disappointed as such I just expected more.I ordered Chicken Liver Pate for a starter which was lovely, came with a chutney which made the dish that much better. Portion size wasn’t the biggest would’ve ideally liked one more piece of bread.For mains I had Piri Piri chicken breast on the bone with a side of chips, the chicken were great! They were crispy and not caked in oil. The chicken was cooked great but just didn’t have that much flavour.The staff were absolutely great, made us feel right at home. I’d highly recommend this restaurant but the only thing I would say is that the portions aren’t the biggest.",-1
509,tripadvisor,eng,0,food,Both myself and my boyfriend (normally a meat eater) had the beyond burger and loved it! The coleslaw and the iced tea was not like we were used to so wouldn’t order again but the burgers were amazing! ,1
534,tripadvisor,eng,0,food,The steak were cooked well but the jacket potato was a bit on the small side. Had to wait along time to be served after ordering but hadn't booked;  However it would have been good to have been told there would be a wait.,-1
557,tripadvisor,eng,0,food,Seemed to cover all bases of hungry and wanted a burger quickly. I had a chicken burger and the first mouthful I couldn't bite through as it had a massive bone in it! Rather put me off for the rest of the meal which was a shame as the chips were very nice! ,-1
560,tripadvisor,eng,0,food,"Visited the steakhouse but choose the fish dishes and not the steaks. Could of been a little better, sea bass slightly overcooked and the temperature could have been a little hotter. Overall the table enjoyed the evening.",1
561,tripadvisor,eng,0,experience;food,"Hi All, been a time since my last review so i thought i might as will start again with a average place to eat, well slightly below average - but in there defense they did correct the problem (cold food - pet hate) so been before some friends suggested it what more can i add - would i go back - Yes at a push !!",-1
568,tripadvisor,eng,0,reputation;food;value,"The staff were generally very attentive, the restaurant clean. As the name suggests this is a restaurant serving Italian style food. The calamari starter was bland, a wrong choice on this occasion. The bruschetta was okay. Main of veal and asparagus pasta were both presented and cooked well. Generally as this was a ‘pop in before theatre visit’ it was okay. I don’t however like the automatic ‘voluntary’ inclusion of a 15% service charge. I like to decide myself if a tip should be given.",1
598,tripadvisor,eng,0,experience;food,"I want to believe that I caught the restaurant on a ""bad"" day. Ordered the Sirloin steak with no sauce and when asked how the steak should be prepared, I replied that I would leave it to the Chef. The steak duly arrived and while it was tasty and medium rare, I experienced it as being a little cooler than expected. However, it was tasty. I asked for a wine recommendation and the Malbec was suggested which I accepted. that was good. Ambience in the resto was ok apart from a table in some corner who enjoyed shouting out profanities every now and again. Would I come here again for a steak? Probably not.",-1
599,tripadvisor,eng,0,experience;food,"5 of us ate here on a Monday evening including some guests from Japan. We only ate main courses.The 12oz ribeye was a fantastic piece of meat and cooked really well and well seasoned. The sweet potato fries and onion rings excellent. The mushroom was as bad as the meat was good - cold, rubbery, flavourless.Service was fine and friendly and the restaurant was quiet as you would expect for a Monday evening. There was a small group of folks who came in and sat down behind the bar, who seemed to know some of the staff. One of them was either drunk or ill brought up as he kept shouting out and making noise although I did see one of the staff ask him to be quiet. Nevertheless I wouldn’t take business guests there again if that kind of thing is tolerated.",-1
623,tripadvisor,eng,0,experience;food,"The food was ok, but not amazing. They annoyingly shove everyone in front of the window to make it look popular. It was a fifth full. Service was ok but they managed to get 3 things wrong in an order for 4 people. Reasonable value for money but wouldn’t rush back when there’s so many other good places in Norwich.",-1
641,tripadvisor,eng,0,reputation,"I was traveling to London and had been looking at possible places for dinner after theater and honestly although I don't usually order spaghetti when I am out for Italian, spaghetti just sounded really good. I got to the restaurant 30 minutes before closing. They were less than glad to see me. I already knew what I wanted and was able to order quickly. A couple tried to come in about 10 minutes after me and they were told they were closed. I was sitting up front and could hear them. I was rather surprised that they closed so early being right next to the theater district on a Friday night in general. The food was average/ok. I didn't eat any other Italian food while I was in London, so unsure of the standard. The server was also a little neutral toward me when I got there. As I ordered quickly and I think he realized I wasn't going to linger, he warmed up a lot and was very nice. The service was fast and good. The restaurant has many other good reviews so maybe I would try it again on another circumstance.",-1
682,tripadvisor,eng,0,experience;food;service,"My wife and I had ribeye steaks, asked for medium rare and they came out rare. Evening ruined. Offered a 25% discount on the food. The fact we didn't eat it, and they were 19.95 each, that's extremely poor. I questioned whether they considered this a fare discount, but TBH we wont be going back, and neither will any of my family. In comparison, when we had a problem with our food at TGIF , the manager came out, apologised profusely, and refunded our meals. That's customer service for you, and as a result we will go back there. Not Middleton's though.",-1
691,tripadvisor,eng,0,experience;food;service,Recently visited Middleton’s and was meet with a warm and welcoming greeting. We were served by Jess who couldn’t have done more for us. The food did take a bit of time to come but as the restaurant was very full that was understandable as we did book late. The only complaint was that the drinks are expensive.,1
715,tripadvisor,eng,0,experience;service,"Came here with my friend after a day of shopping around mid-afternoon. We were seated immediately and had our drinks within the first 15 minutes. After ordering our food, it came rather quickly. I ordered the spaghetti bolognese and my friend the lasagna. The lasagna came out on a plate, and it was in a black bowl which was scorching. The outer edges of the lasagna was incredibly hot but when he cut open the middle it was barely warm; clearly microwaved. Absolutely disappointing, we were hoping for some real cooked Italian food, not a microwave meal, especially for the price",-1
717,tripadvisor,eng,0,service;food,Had the mushroom burger which was interesting. The strawberry milkshake was great. Staff were great except for the one guy who was unfriendly and was even rude to other guests who were seated next to us.,0
